user,bot,score,feedback
what is the replacement policy,"Did you mean: Can I change the placement or look of the button??

Answer: Yes. You can control the button position (bottom left/right, inline, floating) and style through the dashboard or via custom CSS overrides.",0.6666666666666667,yes
